"X","Y","orig_ident","reads_per_cell","genes_per_cell","cluster_id","cluster_name","index","dat"
6163.42849499979,12875.6024527758,0,701,326,7,"eL2/3","Dat1_Cell_00391",1
6158.36158408265,9221.75058988585,0,349,200,8,"eL4","Dat1_Cell_00392",1
6166.20629389374,10870.9186189889,0,288,145,1,"Endo","Dat1_Cell_00394",1
6168.47198960439,12412.44519203,0,1027,429,1,"eL2/3","Dat1_Cell_00395",1
6172.99583889037,7150.44678580955,0,449,228,6,"eL5","Dat1_Cell_00396",1
6193.79151268785,5971.52402069475,0,244,144,0,"Micro","Dat1_Cell_00398",1
6195.15513721932,11138.0582331594,0,334,167,5,"eL6","Dat1_Cell_00399",1
6226.07077415483,3919.99835967193,0,547,261,1,"Oligo","Dat1_Cell_00400",1
6212.69897675453,1971.21282393505,0,254,112,10,"Oligo","Dat1_Cell_00402",1
6229.91450910969,8107.07543458484,0,1133,451,7,"Astro","Dat1_Cell_00403",1
6223.40583438235,2331.43544414646,0,448,187,3,"Oligo","Dat1_Cell_00404",1
6220.83172618821,5565.35560468041,0,780,370,2,"eL6","Dat1_Cell_00405",1
6220.22280345895,2849.47427137824,0,226,106,2,"Oligo","Dat1_Cell_00406",1
6241.92309005257,13312.437598143,0,670,286,0,"Micro","Dat1_Cell_00407",1
6236.82685311007,10233.7179678254,0,628,330,8,"eL4","Dat1_Cell_00408",1
6261.05239713446,5320.26272042616,0,612,314,10,"eL6","Dat1_Cell_00409",1
6262.37251047098,4013.17420292333,0,550,285,7,"eL6","Dat1_Cell_00410",1
6274.04751947305,9100.52736682524,0,393,218,8,"eL4","Dat1_Cell_00412",1
6269.61676492104,4557.06725762726,0,668,329,8,"eL6","Dat1_Cell_00413",1
6275.36806451613,6636.40038709677,0,306,149,5,"Oligo","Dat1_Cell_00414",1
6263.12151002753,10584.8215580897,0,418,211,2,"PVALB","Dat1_Cell_00416",1
6293.25277791872,4929.86452889543,0,536,272,2,"eL6","Dat1_Cell_00417",1
6291.37672966134,10095.3765681365,0,582,305,1,"eL6","Dat1_Cell_00418",1
6295.1033887987,704.144328327922,0,256,125,2,"Micro","Dat1_Cell_00419",1
6292.46797534504,4172.70454240922,0,459,246,10,"eL6","Dat1_Cell_00420",1
6292.19853854236,10959.3029420193,0,335,155,10,"eL5","Dat1_Cell_00421",1
6280.50556294171,6396.95276747603,0,747,335,11,"Astro","Dat1_Cell_00422",1
6282.57433534208,5060.3270471464,0,278,152,6,"Micro","Dat1_Cell_00423",1
6348.10315235425,7128.49573774243,0,380,213,1,"eL5","Dat1_Cell_00425",1
6323.6418715923,11577.6854345165,0,306,174,2,"eL6","Dat1_Cell_00427",1
6327.34647092536,11445.871798263,0,643,281,7,"eL2/3","Dat1_Cell_00428",1
6350.67931317714,12898.7540188524,0,686,301,8,"eL2/3","Dat1_Cell_00429",1
6364.35112189206,3435.45449456547,0,379,180,4,"Astro","Dat1_Cell_00430",1
6355.55980646449,12021.9124850359,0,1094,402,5,"eL2/3","Dat1_Cell_00432",1
6416.25062645814,4173.23628272704,0,580,290,4,"eL6","Dat1_Cell_00433",1
6382.76529417065,5053.74141814578,0,203,130,11,"Micro","Dat1_Cell_00434",1
6379.20822207042,7934.63267714091,0,217,117,3,"Endo","Dat1_Cell_00435",1
6387.09817738329,7022.6623754997,0,266,159,0,"Astro","Dat1_Cell_00436",1
6394.61723715445,9602.99012175511,0,850,354,6,"PVALB","Dat1_Cell_00437",1
6387.81352475732,10021.0110938902,0,210,135,5,"Endo","Dat1_Cell_00438",1
6391.64354702062,2036.77125105902,0,317,140,11,"Oligo","Dat1_Cell_00439",1
6376.39208586991,13958.3607497597,0,579,237,8,"Astro","Dat1_Cell_00440",1
6379.97584613651,3742.13530671275,0,702,329,0,"eL6","Dat1_Cell_00441",1
6412.11226274535,7574.87413357518,0,225,121,3,"Astro","Dat1_Cell_00442",1
6406.70816926404,12499.2009871887,0,547,261,1,"VIP","Dat1_Cell_00443",1
6390.69141123882,9233.11454342273,0,394,204,1,"Endo","Dat1_Cell_00445",1
6422.11161015046,8974.9543678419,0,555,291,8,"eL4","Dat1_Cell_00446",1
6426.72343648561,6837.71599220948,0,533,261,4,"SST","Dat1_Cell_00447",1
6444.41597451818,4577.51338601726,0,569,287,8,"eL6","Dat1_Cell_00448",1
6446.88320384057,9405.05956667298,0,282,165,7,"eL4","Dat1_Cell_00449",1
6414.5755585603,2729.73659133346,0,240,107,2,"Oligo","Dat1_Cell_00450",1
6451.05304404895,4747.09419758329,0,614,279,4,"eL6","Dat1_Cell_00451",1
6438.93850086068,8762.11386990767,0,332,166,2,"Astro","Dat1_Cell_00452",1
6447.49954751131,10693.0146763722,0,602,298,11,"eL2/3","Dat1_Cell_00453",1
6440.49304858822,2629.23684964885,0,278,161,1,"Astro","Dat1_Cell_00454",1
6451.10276434001,6490.44353835522,0,220,123,8,"Astro","Dat1_Cell_00455",1
6465.24552102377,12376.6775137112,0,276,155,5,"VIP","Dat1_Cell_00456",1
6479.58653803006,14193.8702714831,0,523,245,10,"Endo","Dat1_Cell_00457",1
6478.04069097889,14303.2984370716,0,453,206,10,"Astro","Dat1_Cell_00458",1
6471.47226235825,8574.15101361706,0,616,308,1,"eL4","Dat1_Cell_00459",1
6495.00722213155,1827.44124367553,0,511,200,4,"Oligo","Dat1_Cell_00460",1
6514.57578525397,10105.8755772061,0,251,135,12,"Oligo","Dat1_Cell_00461",1
6502.16450798991,12571.3768993552,0,661,300,2,"VIP","Dat1_Cell_00462",1
6512.00479282622,2174.53988868275,0,493,207,8,"Oligo","Dat1_Cell_00463",1
6548.19976225212,12173.3345761063,0,1021,426,1,"eL2/3","Dat1_Cell_00464",1
6548.07826423867,2721.31402557148,0,293,144,11,"Oligo","Dat1_Cell_00465",1
6519.00262858767,12749.3270460358,0,809,278,1,"SST","Dat1_Cell_00466",1
6526.61904761905,3022.38153606693,0,261,147,14,"Endo","Dat1_Cell_00467",1
6543.86408629024,10414.6609556381,0,779,349,5,"eL4","Dat1_Cell_00469",1
6550.76979602179,2586.16673001394,0,301,133,2,"Oligo","Dat1_Cell_00470",1
6558.5639953749,5663.64453437695,0,692,343,3,"PVALB","Dat1_Cell_00471",1
6583.294497482,13114.597120524,0,947,420,0,"eL2/3","Dat1_Cell_00472",1
6571.4416558188,3674.17823483468,0,425,233,1,"eL6","Dat1_Cell_00473",1
6588.95997516707,5201.31373479896,0,733,360,1,"eL6","Dat1_Cell_00475",1
6562.2763548836,7000.39347098424,0,517,240,1,"Micro","Dat1_Cell_00476",1
6600.91920165839,11764.2526635491,0,707,336,4,"eL2/3","Dat1_Cell_00477",1
6610.97411850998,9630.21066694609,0,327,197,15,"eL4","Dat1_Cell_00479",1
6629.21672332464,11250.3875932221,0,1086,427,3,"PVALB","Dat1_Cell_00480",1
6606.30172953514,3928.0169431836,0,446,262,3,"eL6","Dat1_Cell_00481",1
6621.44325616507,12588.0980120785,0,316,169,6,"SST","Dat1_Cell_00483",1
6624.0699669967,4312.05918591859,0,460,249,0,"eL6","Dat1_Cell_00484",1
6632.80057255456,5913.99631929211,0,551,265,0,"eL6","Dat1_Cell_00485",1
6626.9429719644,9182.97172519376,0,467,238,8,"PVALB","Dat1_Cell_00486",1
6637.16958047692,10933.5376389937,0,629,336,4,"eL2/3","Dat1_Cell_00487",1
6627.00531190411,12816.5780895306,0,624,307,3,"eL4","Dat1_Cell_00488",1
6663.47383295483,11864.6960888216,0,520,247,0,"Oligo","Dat1_Cell_00492",1
6649.46332963726,11564.7263847088,0,269,180,8,"eL2/3","Dat1_Cell_00493",1
6682.8433125972,3120.13862968723,0,278,136,8,"Oligo","Dat1_Cell_00494",1
6685.27186858316,8996.02176591376,0,502,258,8,"eL4","Dat1_Cell_00495",1
6676.77283348573,12701.3946967388,0,280,173,2,"eL2/3","Dat1_Cell_00496",1
6683.4504084014,6804.27274110903,0,225,122,13,"Micro","Dat1_Cell_00497",1
6746.76794943543,5689.62386015736,0,669,292,0,"eL6","Dat1_Cell_00499",1
6689.50969106073,3677.20498061788,0,364,197,1,"Astro","Dat1_Cell_00500",1
6716.75660528423,4205.11208967174,0,494,243,6,"eL6","Dat1_Cell_00503",1
6717.96893735543,9977.67261483265,0,502,282,5,"eL4","Dat1_Cell_00504",1
6722.63594405201,7748.25086539273,0,1168,481,3,"eL5","Dat1_Cell_00505",1
6712.6102666934,8124.07864447564,0,501,255,1,"eL4","Dat1_Cell_00506",1
6757.27647486292,2581.32318160798,0,304,143,7,"Oligo","Dat1_Cell_00507",1
6717.86361690998,9284.93323505635,0,520,277,12,"eL4","Dat1_Cell_00508",1
6705.416488181,4535.58892480237,0,624,301,2,"eL6","Dat1_Cell_00509",1
6749.07179662174,12104.5599727009,0,801,378,8,"eL2/3","Dat1_Cell_00510",1
6730.53275947926,4060.02119940243,0,405,241,2,"eL6","Dat1_Cell_00511",1
6762.36747786664,7076.76660536333,0,554,277,1,"eL6","Dat1_Cell_00513",1
6782.49811980096,12733.9352375888,0,882,387,5,"eL2/3","Dat1_Cell_00514",1
6776.3574971683,10807.7912354021,0,563,268,6,"eL4","Dat1_Cell_00515",1
6779.92957513639,6917.21656472144,0,262,154,12,"Endo","Dat1_Cell_00516",1
6794.60601157508,2081.49256332068,0,230,123,7,"Oligo","Dat1_Cell_00517",1
6798.18010546908,11058.7181253721,0,445,213,8,"eL2/3","Dat1_Cell_00518",1
6806.61752393077,7447.63752539966,0,1221,444,11,"Astro","Dat1_Cell_00519",1
6802.79432209825,9510.96635317484,0,314,171,1,"eL4","Dat1_Cell_00520",1
6801.76327539467,3666.3875777388,0,222,129,7,"Endo","Dat1_Cell_00521",1
6777.13139548623,13045.9264799716,0,1165,448,7,"eL2/3","Dat1_Cell_00522",1
6800.64168421053,3856.39936842105,0,662,338,8,"eL6","Dat1_Cell_00523",1
6818.85821824064,4107.28524324997,0,360,208,5,"eL6","Dat1_Cell_00524",1
6802.8447035619,9688.23651235642,0,236,125,3,"Endo","Dat1_Cell_00526",1
6842.23069590086,1857.3006037496,0,261,143,11,"Astro","Dat1_Cell_00527",1
6811.10214444584,8717.04263712283,0,562,291,9,"eL4","Dat1_Cell_00528",1
6817.15356928614,9880.86202759448,0,520,256,1,"eL4","Dat1_Cell_00529",1
6820.60141497165,10294.0014565885,0,595,299,5,"eL4","Dat1_Cell_00530",1
6873.46784525641,11882.3340013599,0,637,275,1,"eL4","Dat1_Cell_00531",1
6858.05709089072,4521.15358965291,0,604,282,0,"eL6","Dat1_Cell_00533",1
6863.55654518712,1933.91992155581,0,207,107,7,"Oligo","Dat1_Cell_00534",1
6859.51416982152,10683.9016224986,0,508,276,8,"eL4","Dat1_Cell_00535",1
6867.48468543046,13479.170995447,0,390,191,8,"Astro","Dat1_Cell_00536",1
6885.18765532282,3176.55667697926,0,280,141,5,"Oligo","Dat1_Cell_00537",1
6884.84740718012,6799.52641914698,0,1049,440,4,"eL5","Dat1_Cell_00538",1
6882.21852171412,11413.2475122232,0,233,134,1,"eL4","Dat1_Cell_00539",1
6894.68194730902,4361.97447172822,0,691,340,2,"eL6","Dat1_Cell_00540",1
6902.25512435787,10379.7060169879,0,632,320,2,"eL4","Dat1_Cell_00541",1
6918.07757584587,12410.4116254507,0,795,359,1,"eL2/3","Dat1_Cell_00543",1
6900.14399765189,13293.8862342237,0,354,164,15,"eL2/3","Dat1_Cell_00546",1
6903.21749860309,5397.68080648165,0,483,261,5,"eL6","Dat1_Cell_00547",1
6935.42581913499,9565.10314547838,0,394,223,13,"eL4","Dat1_Cell_00548",1
6942.44632668667,2019.77507205459,0,222,111,1,"Oligo","Dat1_Cell_00549",1
6976.58185342671,12839.9759254627,0,268,152,5,"Endo","Dat1_Cell_00550",1
6980.75855363112,9471.45256760863,0,517,271,6,"eL4","Dat1_Cell_00551",1
6981.33566370888,9262.01729855696,0,374,173,8,"Endo","Dat1_Cell_00552",1
6977.90232337601,11275.7979558506,0,523,261,5,"VIP","Dat1_Cell_00553",1
6968.32930948833,6375.07868852459,0,418,224,4,"eL5","Dat1_Cell_00554",1
6991.56737324904,9714.41837114169,0,402,207,2,"eL4","Dat1_Cell_00555",1
6981.91480025945,8449.35697661109,0,792,331,1,"eL4","Dat1_Cell_00556",1
7007.42602621458,8875.27187818853,0,575,294,8,"eL4","Dat1_Cell_00557",1
7001.90735790658,5175.60839898706,0,398,216,11,"eL6","Dat1_Cell_00558",1
7005.94415556278,9119.85375365616,0,400,177,0,"Astro","Dat1_Cell_00559",1
7015.34814387382,10857.3026543566,0,337,182,8,"Astro","Dat1_Cell_00560",1
7015.18375046496,11408.3001222169,0,328,186,2,"Endo","Dat1_Cell_00561",1
7018.03621098507,9823.36140485804,0,485,262,2,"eL4","Dat1_Cell_00562",1
7042.12005925527,12093.6264224631,0,202,116,11,"Astro","Dat1_Cell_00563",1
7043.31561670624,12201.3188294455,0,248,141,0,"eL2/3","Dat1_Cell_00564",1
7027.96724187166,6760.7883979929,0,794,373,8,"eL6","Dat1_Cell_00565",1
7067.10901738083,3688.88224918258,0,380,209,0,"eL6","Dat1_Cell_00566",1
7078.28326502338,2394.22501876118,0,282,144,5,"Oligo","Dat1_Cell_00567",1
7092.44532194027,8333.77654065251,0,706,342,15,"eL4","Dat1_Cell_00568",1
7104.13094984964,5250.55997691443,0,869,399,2,"eL6","Dat1_Cell_00570",1
7077.81925292937,9906.12397229235,0,367,206,10,"eL4","Dat1_Cell_00572",1
7088.30189896755,10140.3033738938,0,586,296,5,"eL4","Dat1_Cell_00574",1
7100.27978213072,11258.1842894263,0,554,278,12,"VIP","Dat1_Cell_00575",1
7100.37906137184,12854.7144576242,0,637,306,8,"eL2/3","Dat1_Cell_00576",1
7102.21542365713,4043.30480755675,0,321,178,13,"eL6","Dat1_Cell_00577",1
7117.730719049,11923.2277834155,0,648,316,7,"eL2/3","Dat1_Cell_00579",1
7125.93442622951,4880.54601577091,0,347,190,2,"Astro","Dat1_Cell_00580",1
7109.60892942871,9359.51929908785,0,474,253,6,"eL4","Dat1_Cell_00581",1
7134.44530758868,11570.157117198,0,552,287,11,"eL2/3","Dat1_Cell_00583",1
7119.72178517979,12581.7648413216,0,831,384,2,"eL2/3","Dat1_Cell_00584",1
7150.38560491968,8746.64100150602,0,247,130,13,"Oligo","Dat1_Cell_00587",1
7134.55270253954,8970.13893025315,0,657,310,0,"eL4","Dat1_Cell_00588",1
7162.71245831467,6767.93718580459,0,537,269,8,"eL6","Dat1_Cell_00590",1
7135.12104148082,7010.62566904549,0,248,146,11,"eL5","Dat1_Cell_00591",1
7140.24033090575,7653.17627094676,0,228,134,6,"Astro","Dat1_Cell_00592",1
7154.794944587,13181.6348201125,0,307,161,0,"eL2/3","Dat1_Cell_00593",1
7196.45745969621,8605.33328673935,0,281,161,5,"Astro","Dat1_Cell_00594",1
7176.17351746548,7888.56616571893,0,904,371,4,"eL5","Dat1_Cell_00595",1
7186.61413638021,4104.54460921357,0,384,231,2,"SST","Dat1_Cell_00596",1
7200.22466769087,10980.2486473849,0,666,308,1,"eL2/3","Dat1_Cell_00598",1
7188.59834861456,13040.9428600375,0,545,296,7,"eL2/3","Dat1_Cell_00599",1
7204.91577033783,5683.15684492249,0,481,242,0,"eL6","Dat1_Cell_00600",1
7196.002208318,6335.86481939113,0,451,240,2,"eL5","Dat1_Cell_00601",1
7215.61307469281,9999.3087808919,0,265,141,2,"Micro","Dat1_Cell_00602",1
7223.03004403004,1802.51916601917,0,417,170,0,"Oligo","Dat1_Cell_00603",1
7213.12551703392,10099.846281116,0,304,179,8,"eL2/3","Dat1_Cell_00604",1
7207.89973844813,12745.1557839673,0,423,193,11,"eL2/3","Dat1_Cell_00605",1
7218.98510343462,14266.0403840443,0,462,214,12,"Oligo","Dat1_Cell_00606",1
7225.69511661808,14159.6659620991,0,362,173,1,"Astro","Dat1_Cell_00608",1
7220.15061383929,8383.18699776786,0,341,201,3,"Endo","Dat1_Cell_00609",1
7227.00213523132,9669.41521352313,0,584,299,2,"eL4","Dat1_Cell_00610",1
7230.17691819911,12535.2129042486,0,272,155,2,"eL2/3","Dat1_Cell_00611",1
7253.15881628569,10607.5719233433,0,569,291,1,"eL2/3","Dat1_Cell_00612",1
7262.67152447071,7646.91852659361,0,506,256,10,"eL6","Dat1_Cell_00613",1
7249.46300051555,5001.69393366558,0,767,354,11,"eL6","Dat1_Cell_00614",1
7255.95267522316,13652.8122854276,0,292,151,3,"Micro","Dat1_Cell_00615",1
7274.29615795091,9402.43452508004,0,308,159,0,"Astro","Dat1_Cell_00616",1
7261.81723442953,11524.4395615199,0,430,238,3,"Astro","Dat1_Cell_00617",1
7273.76080008816,4778.2458673132,0,241,130,1,"Micro","Dat1_Cell_00618",1
7256.51852734421,6625.49839151674,0,255,130,2,"Oligo","Dat1_Cell_00619",1
7255.24485710341,3808.45978876156,0,639,318,7,"eL6","Dat1_Cell_00620",1
7262.80041678507,7957.71966467747,0,451,228,0,"eL6","Dat1_Cell_00621",1
7274.2351148711,10388.0036085161,0,718,351,2,"eL2/3","Dat1_Cell_00622",1
7305.5304238355,11376.8029094978,0,820,396,2,"eL2/3","Dat1_Cell_00624",1
7314.24481096371,13090.2377992909,0,703,341,10,"eL2/3","Dat1_Cell_00625",1
7323.6213592233,8395.62566358984,0,669,319,5,"eL4","Dat1_Cell_00626",1
7336.9644866868,8743.27292066978,0,438,241,8,"Endo","Dat1_Cell_00627",1
7319.30958150501,6398.84177090838,0,211,111,5,"Astro","Dat1_Cell_00628",1
7328.54011177213,7139.10510185686,0,333,167,11,"Oligo","Dat1_Cell_00629",1
7323.88322065151,3376.79080292787,0,209,113,8,"Oligo","Dat1_Cell_00630",1
7321.16518469054,12168.6874494781,0,751,383,11,"eL2/3","Dat1_Cell_00631",1
7335.13423624207,6994.38179324533,0,232,142,2,"Astro","Dat1_Cell_00632",1
7356.55716064757,2923.91465338315,0,291,143,0,"Oligo","Dat1_Cell_00633",1
7341.64955627269,3980.76038725292,0,246,160,4,"eL6","Dat1_Cell_00634",1
7335.81676918096,7220.13091615409,0,207,123,1,"Oligo","Dat1_Cell_00636",1
7351.62596639744,7523.09756834967,0,647,308,2,"eL4","Dat1_Cell_00637",1
7360.31411353587,11040.2334902296,0,769,364,11,"eL2/3","Dat1_Cell_00638",1
7362.77694644464,10507.9070657066,0,497,257,8,"eL4","Dat1_Cell_00641",1
7364.19127721849,12386.4814898202,0,682,329,5,"eL4","Dat1_Cell_00642",1
7383.394956425,9842.74047839792,0,658,308,8,"eL4","Dat1_Cell_00643",1
7389.41655397205,11830.1040604737,0,647,299,1,"Oligo","Dat1_Cell_00645",1
7401.76907179441,9315.9860724234,0,622,307,3,"eL4","Dat1_Cell_00647",1
7395.48495875788,10042.0452692868,0,483,265,2,"eL4","Dat1_Cell_00648",1
7413.06301487766,4382.58342555023,0,310,179,8,"eL5","Dat1_Cell_00650",1
7448.42119993003,2898.60337589645,0,265,135,0,"Oligo","Dat1_Cell_00651",1
7434.13165453849,9001.54610302566,0,413,251,2,"eL4","Dat1_Cell_00652",1
7467.25901685002,13426.0269693172,0,391,197,2,"Endo","Dat1_Cell_00653",1
7463.40272465287,3629.34152475766,0,428,193,1,"Oligo","Dat1_Cell_00654",1
7440.75201087572,1288.20331558476,0,663,329,3,"eL5","Dat1_Cell_00655",1
7468.12426220712,1129.81470219996,0,374,204,11,"Micro","Dat1_Cell_00656",1
7472.39331483683,639.797727572995,0,383,203,7,"Oligo","Dat1_Cell_00657",1
7472.7917057903,3117.70054773083,0,267,127,3,"Oligo","Dat1_Cell_00658",1
7487.08346539884,10438.9229397781,0,256,154,11,"Micro","Dat1_Cell_00660",1
7475.62865961199,10907.8962522046,0,504,272,2,"eL4","Dat1_Cell_00661",1
7490.07932635555,4879.09270480837,0,301,164,5,"eL6","Dat1_Cell_00662",1
7481.7343072629,10544.1879565295,0,325,170,1,"Micro","Dat1_Cell_00663",1
7486.69888475836,6383.44324216676,0,355,192,0,"eL6","Dat1_Cell_00664",1
7486.11550797504,5432.75169036061,0,640,307,0,"eL6","Dat1_Cell_00665",1
7467.60098427096,12222.5923477757,0,340,166,11,"Endo","Dat1_Cell_00666",1
7506.04552854657,11339.3605512828,0,1061,441,11,"eL2/3","Dat1_Cell_00667",1
7502.10646183596,3335.45872052425,0,360,179,13,"Oligo","Dat1_Cell_00669",1
7499.8024188415,11773.0850732018,0,1040,415,2,"PVALB","Dat1_Cell_00670",1
7501.37487399862,13015.5133428829,0,416,207,8,"eL2/3","Dat1_Cell_00671",1
7513.92591138531,2047.14963544588,0,360,167,13,"Oligo","Dat1_Cell_00672",1
7548.44537850098,1744.64313953972,0,367,187,8,"Astro","Dat1_Cell_00673",1
7512.43518870074,14173.5452957704,0,217,134,1,"Astro","Dat1_Cell_00674",1
7524.47844463229,4191.82508151189,0,513,271,8,"eL6","Dat1_Cell_00676",1
7535.83165804626,9953.90377671514,0,425,213,2,"eL4","Dat1_Cell_00677",1
7526.98901400714,8743.87399066191,0,453,242,0,"eL4","Dat1_Cell_00678",1
7543.66645968666,2858.06930645778,0,239,111,10,"Oligo","Dat1_Cell_00679",1
7558.4465264839,4317.7915890338,0,382,202,5,"eL6","Dat1_Cell_00680",1
7561.68698224852,9478.07613412229,0,295,165,2,"eL4","Dat1_Cell_00681",1
7550.13259180791,9779.6782309322,0,255,142,2,"PVALB","Dat1_Cell_00682",1
7568.43303784702,10630.1509634269,0,316,144,2,"Oligo","Dat1_Cell_00683",1
7568.5181920572,12877.3270163067,0,575,294,13,"eL2/3","Dat1_Cell_00684",1
7567.27950310559,9073.48380871977,0,358,202,0,"eL4","Dat1_Cell_00685",1
7570.53238214215,9621.914787297,0,269,159,8,"eL4","Dat1_Cell_00687",1
7586.24794676806,1252.27577946768,0,761,344,15,"eL6","Dat1_Cell_00688",1
7595.05212562415,3069.61020112931,0,377,192,5,"Oligo","Dat1_Cell_00689",1
7576.25056217053,6230.76068124009,0,769,341,5,"PVALB","Dat1_Cell_00690",1
7606.56241338349,6389.51979805979,0,474,229,2,"SST","Dat1_Cell_00691",1
7604.64405848836,4105.78327727054,0,403,221,1,"eL6","Dat1_Cell_00692",1
7587.30100426469,8921.82225890769,0,265,157,8,"eL4","Dat1_Cell_00693",1
7589.06737588653,2471.55629979862,0,343,186,7,"Oligo","Dat1_Cell_00694",1
7611.86783813884,5781.15406509095,0,309,179,4,"Micro","Dat1_Cell_00695",1
7619.36412621359,13020.8309223301,0,478,277,15,"eL2/3","Dat1_Cell_00696",1
7609.73460790668,5662.24100777706,0,207,127,0,"Micro","Dat1_Cell_00697",1
7602.68953804348,13343.9858186141,0,434,209,10,"Astro","Dat1_Cell_00698",1
7615.29688268266,3609.37181630445,0,469,263,0,"eL6","Dat1_Cell_00699",1
7626.32211087881,7061.96085357941,0,587,284,0,"eL5","Dat1_Cell_00700",1
7652.97141470255,8330.61167143088,0,305,137,13,"SST","Dat1_Cell_00701",1
7656.99467572406,1464.34093725616,0,252,132,8,"Astro","Dat1_Cell_00702",1
7652.70774794825,9132.11378494923,0,299,178,8,"eL4","Dat1_Cell_00704",1
7634.11316297011,11347.1558341369,0,357,187,2,"eL2/3","Dat1_Cell_00705",1
7676.67655997721,11037.9595878051,0,234,136,1,"Micro","Dat1_Cell_00708",1
7708.64596124328,5195.36176132003,0,280,142,0,"Endo","Dat1_Cell_00709",1
7694.71722554371,8099.75807988909,0,306,149,8,"Oligo","Dat1_Cell_00710",1
7699.39068736142,13691.1210088692,0,229,135,8,"Endo","Dat1_Cell_00711",1
7711.8089764288,3993.99192767194,0,419,251,2,"eL6","Dat1_Cell_00713",1
7718.70181334454,2457.64692291535,0,221,116,13,"Oligo","Dat1_Cell_00714",1
7740.32635408801,2796.23107022723,0,253,127,0,"Oligo","Dat1_Cell_00715",1
7737.34296253713,9933.62652103095,0,340,204,8,"eL4","Dat1_Cell_00716",1
7722.54692610455,5351.73779034315,0,434,232,3,"eL6","Dat1_Cell_00719",1
7761.27181446597,3663.12751021859,0,546,275,0,"eL5","Dat1_Cell_00720",1
7751.38779187351,9679.91487405773,0,721,354,2,"eL4","Dat1_Cell_00722",1
7792.02315891473,5920.87774547804,0,862,380,5,"eL6","Dat1_Cell_00723",1
7776.1953125,3898.55989583333,0,495,279,10,"eL6","Dat1_Cell_00725",1
7794.91797210058,4523.73667103065,0,256,148,6,"Endo","Dat1_Cell_00726",1
7789.02627717754,4334.50006669334,0,434,241,10,"eL6","Dat1_Cell_00728",1
7807.97351344193,3107.82508939213,0,591,222,7,"Oligo","Dat1_Cell_00730",1
7800.9108959928,9487.67442593426,0,534,282,2,"eL4","Dat1_Cell_00732",1
7853.12909620269,5317.73028557269,0,369,188,2,"Astro","Dat1_Cell_00735",1
7845.11007049864,12881.5848299285,0,314,180,11,"eL2/3","Dat1_Cell_00737",1
7824.50364339691,3367.6110561353,0,287,147,10,"Oligo","Dat1_Cell_00738",1
7872.49313430374,8990.71143458002,0,521,251,1,"eL4","Dat1_Cell_00739",1
7868.38592750533,13836.2301492537,0,312,158,8,"Micro","Dat1_Cell_00740",1
7874.08224789916,4017.27473739496,0,251,142,15,"Endo","Dat1_Cell_00741",1
7867.20238570573,8728.23807147135,0,356,187,5,"eL4","Dat1_Cell_00742",1
7869.2414004914,2787.45380835381,0,217,125,10,"Oligo","Dat1_Cell_00743",1
7867.38032819199,3793.56945744838,0,476,285,8,"eL6","Dat1_Cell_00744",1
7855.62626839168,8117.10794013191,0,254,155,8,"eL4","Dat1_Cell_00745",1
7918.90599330697,6650.33502349322,0,594,280,1,"eL5","Dat1_Cell_00746",1
7900.29711535862,7428.14342101706,0,802,389,2,"eL5","Dat1_Cell_00747",1
7914.77601103314,1869.39690909828,0,454,218,8,"Astro","Dat1_Cell_00748",1
7914.19908159265,8324.12672901383,0,266,155,1,"Astro","Dat1_Cell_00749",1
7946.25914954252,14068.302459877,0,464,207,1,"Oligo","Dat1_Cell_00750",1
7978.28248399701,3326.70496300607,0,361,184,0,"Oligo","Dat1_Cell_00751",1
7960.28125489214,11459.1705438492,0,903,475,3,"eL2/3","Dat1_Cell_00752",1
7960.96736373372,6894.79009075024,0,306,191,12,"eL4","Dat1_Cell_00753",1
7982.44707276062,8490.40935493733,0,644,312,6,"SST","Dat1_Cell_00754",1
7989.19770377495,2758.62707381582,0,201,103,0,"Oligo","Dat1_Cell_00755",1
7969.07729792561,7590.42511623748,0,420,216,0,"Astro","Dat1_Cell_00757",1
8043.61173959445,3910.13415154749,0,381,208,8,"Astro","Dat1_Cell_00758",1
7996.25679066558,10357.7239821843,0,902,401,0,"eL4","Dat1_Cell_00761",1
7995.693496157,9892.92294487144,0,698,334,5,"eL4","Dat1_Cell_00762",1
7997.69426751592,2001.32389880685,0,399,197,0,"Oligo","Dat1_Cell_00763",1
8015.39650100635,9320.19708933271,0,314,183,4,"eL4","Dat1_Cell_00764",1
8024.96414723535,5229.7924257715,0,558,300,2,"eL6","Dat1_Cell_00765",1
8019.26695299263,8736.94251152528,0,594,334,1,"eL4","Dat1_Cell_00767",1
8020.75110019445,12619.7416504623,0,741,384,8,"eL2/3","Dat1_Cell_00768",1
8038.70686354936,5963.88148755811,0,287,175,7,"Astro","Dat1_Cell_00769",1
8033.61087231353,6852.53659924147,0,273,170,3,"Micro","Dat1_Cell_00770",1
8053.29729181047,9186.97669414105,0,591,292,2,"eL4","Dat1_Cell_00771",1
8069.81744920737,7971.35492414211,0,425,203,5,"Astro","Dat1_Cell_00772",1
8055.40406701085,9411.17474449479,0,509,276,4,"eL4","Dat1_Cell_00774",1
8067.88734204326,4685.25331976869,0,290,172,13,"eL6","Dat1_Cell_00775",1
8069.70083425347,7630.72230401178,0,279,168,7,"Astro","Dat1_Cell_00776",1
